vertex_index,distance,angle,elev,x,y,relief,velocity
30,136.97404235144367,166.46407301182933,250.078,1026068.282,-537032.693,17.992,5.397
31,141.22730825359170,166.46407301182933,250.445,1026069.277,-537036.828,17.391,5.397
32,145.48057415582568,170.07438526025138,250.781,1026070.273,-537040.963,17.023,5.397
33,149.35215577921127,173.68469750687134,251.172,1026070.698,-537044.811,16.672,5.397
34,153.22373740260969,173.68469750601517,251.586,1026071.124,-537048.659,16.352,5.397
35,157.09531902600810,173.68469750687134,251.977,1026071.550,-537052.507,16.016,5.397
36,160.96690064939369,175.50840686816906,252.344,1026071.976,-537056.355,15.656,5.397
37,164.94281883702396,177.33211622861063,252.680,1026072.161,-537060.327,15.508,5.397
38,168.91873702465423,177.33211622861063,253.047,1026072.346,-537064.299,15.430,5.397
39,172.89465521228450,177.33211622861063,253.438,1026072.531,-537068.270,15.188,5.397
40,176.87057339991478,173.46911910592078,253.828,1026072.716,-537072.242,14.719,5.397
41,180.72245073416849,169.60612198423880,254.203,1026073.411,-537076.030,14.266,5.397
42,184.57432806851571,169.60612198423880,254.352,1026074.106,-537079.819,14.219,5.397
43,188.42620540276943,167.62967349912446,254.695,1026074.801,-537083.608,13.961,5.397
44,192.57472225118437,165.65322501501802,255.023,1026075.829,-537087.627,13.906,5.397
45,196.72323909959923,165.65322501481882,255.313,1026076.857,-537091.646,13.852,5.397
46,200.87175594790139,165.65322501481882,255.633,1026077.885,-537095.665,13.656,5.397
47,205.02027279631633,182.87722538371025,255.984,1026078.913,-537099.684,13.500,5.397
48,208.60357194141008,200.10122575120857,256.367,1026077.682,-537103.049,13.445,5.397
49,212.18687108657315,200.10122575120857,256.758,1026076.450,-537106.414,13.461,5.397
50,215.77017023166695,184.65729870156977,256.938,1026075.218,-537109.779,13.391,5.397
51,220.05766342493959,169.21337165011857,257.352,1026076.021,-537113.991,13.305,6.446
52,224.34515661834837,169.21337165011857,257.953,1026076.823,-537118.203,12.891,6.446
53,228.63264981162101,175.39150930467000,258.250,1026077.626,-537122.415,12.633,6.446
54,233.29630061602549,181.56964695860285,258.422,1026077.498,-537127.077,12.414,6.446
55,237.95995142042992,181.56964695862240,258.500,1026077.370,-537131.738,12.227,6.446
56,242.62360222471801,181.56964695862237,258.656,1026077.242,-537136.400,11.984,6.446
57,247.28725302912247,181.56964695860285,258.867,1026077.115,-537141.062,11.867,6.446
58,251.95090383352692,172.81256834197447,259.117,1026076.987,-537145.724,11.805,6.446
59,256.08469495486725,164.05548972457038,259.391,1026078.123,-537149.699,11.883,6.446
60,260.21848607623957,164.05548972379466,259.727,1026079.258,-537153.674,11.883,6.446
61,264.35227719761190,164.05548972457038,260.156,1026080.394,-537157.648,11.914,6.446
